station id, station name, valid,povp. T [°C],količina padavin [mm]
_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 05:00,14.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 05:10,14.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 05:20,14.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 05:30,14.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 05:40,14.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 05:50,14.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 06:00,14.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 06:10,14.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 06:20,14.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 06:30,14.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 06:40,14.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 06:50,14.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 07:00,14.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 07:10,14.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 07:20,14.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 07:30,14.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 07:40,14.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 07:50,15.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 08:00,15.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 08:10,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 08:20,15.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 08:30,15,0.4

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 08:40,14.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 08:50,14.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 09:00,14.2,2

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 09:10,14.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 09:20,14.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 09:30,14.6,0.7

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 09:40,14.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 09:50,14.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 10:00,14.8,0.7

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 10:10,14.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 10:20,14.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 10:30,14.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 10:40,14.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 10:50,15,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 11:00,15,0.2

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 11:10,15.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 11:20,15.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 11:30,16,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 11:40,16.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 11:50,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 12:00,17,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 12:10,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 12:20,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 12:30,17,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 12:40,17.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 12:50,17.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 13:00,17.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 13:10,17.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 13:20,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 13:30,18.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 13:40,18.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 13:50,19.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 14:00,19.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 14:10,20.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 14:20,20.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 14:30,21,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 14:40,20.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 14:50,20.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 15:00,20.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 15:10,20.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 15:20,20.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 15:30,20.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 15:40,20.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 15:50,20.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 16:00,20.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 16:10,20.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 16:20,20.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 16:30,20.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 16:40,20.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 16:50,20.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 17:00,20.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 17:10,20.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 17:20,20.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 17:30,20.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 17:40,20.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 17:50,20.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 18:00,20.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 18:10,20.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 18:20,20.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 18:30,20.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 18:40,20.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 18:50,20.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 19:00,20,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 19:10,19.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 19:20,19.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 19:30,19.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 19:40,19.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 19:50,19.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 20:00,19.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 20:10,19,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 20:20,19,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 20:30,18.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 20:40,18.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 20:50,18.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 21:00,18.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 21:10,18.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 21:20,18.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 21:30,17.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 21:40,17.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 21:50,17.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 22:00,17.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 22:10,17.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 22:20,17.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 22:30,16.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 22:40,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 22:50,16.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 23:00,16.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 23:10,16.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 23:20,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 23:30,16.2,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 23:40,16.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-13 23:50,15.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 00:00,15.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 00:10,15.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 00:20,15.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 00:30,15.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 00:40,15.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 00:50,15.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 01:00,15.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 01:10,14.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 01:20,14.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 01:30,14.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 01:40,14.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 01:50,14.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 02:00,14.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 02:10,14.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 02:20,14.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 02:30,14.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 02:40,14.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 02:50,14.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 03:00,14.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 03:10,14.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 03:20,14.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 03:30,14.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 03:40,14.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 03:50,14.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 04:00,14,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 04:10,13.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 04:20,13.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 04:30,13.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 04:40,13.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 04:50,13.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 05:00,13.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 05:10,13.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 05:20,13.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 05:30,13.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 05:40,13.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 05:50,13.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 06:00,13.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 06:10,13.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 06:20,13.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 06:30,13.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 06:40,13.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 06:50,13.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 07:00,14,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 07:10,14.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 07:20,14.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 07:30,14.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 07:40,14.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 07:50,14.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 08:00,14.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 08:10,14.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 08:20,15.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 08:30,15.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 08:40,16.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 08:50,16.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 09:00,17.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 09:10,18.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 09:20,19.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 09:30,19.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 09:40,20.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 09:50,21,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 10:00,21.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 10:10,22.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 10:20,23.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 10:30,23.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 10:40,23.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 10:50,24.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 11:00,24.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 11:10,25.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 11:20,25.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 11:30,26.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 11:40,26.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 11:50,27.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 12:00,27.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 12:10,27.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 12:20,28,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 12:30,28.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 12:40,28.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 12:50,28.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 13:00,29,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 13:10,29.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 13:20,29,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 13:30,29.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 13:40,29.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 13:50,29.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 14:00,29.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 14:10,29.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 14:20,30.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 14:30,30.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 14:40,30.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 14:50,30.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 15:00,30.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 15:10,30.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 15:20,30.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 15:30,30.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 15:40,30.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 15:50,30.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 16:00,30.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 16:10,30.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 16:20,30.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 16:30,30.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 16:40,30.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 16:50,30.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 17:00,30.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 17:10,30.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 17:20,30.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 17:30,30,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 17:40,29.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 17:50,29.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 18:00,29.1,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 18:10,28.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 18:20,28,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 18:30,27.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 18:40,27.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 18:50,26.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 19:00,26.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 19:10,26.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 19:20,25.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 19:30,25.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 19:40,25.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 19:50,24.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 20:00,24.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 20:10,24.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 20:20,24,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 20:30,23.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 20:40,23.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 20:50,23.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 21:00,23,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 21:10,22.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 21:20,22.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 21:30,22,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 21:40,22.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 21:50,21.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 22:00,21.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 22:10,21.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 22:20,21.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 22:30,21.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 22:40,21,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 22:50,20.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 23:00,20.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 23:10,20.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 23:20,19.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 23:30,19.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 23:40,19.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-14 23:50,19.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 00:00,18.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 00:10,18.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 00:20,18.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 00:30,17.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 00:40,17.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 00:50,17.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 01:00,17.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 01:10,17.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 01:20,17.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 01:30,17.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 01:40,17.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 01:50,17.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 02:00,16.9,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 02:10,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 02:20,16.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 02:30,16.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 02:40,16.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 02:50,16.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 03:00,16.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 03:10,16.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 03:20,16.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 03:30,16.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 03:40,16.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 03:50,16.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 04:00,16,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 04:10,15.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 04:20,15.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 04:30,15.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 04:40,15.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 04:50,15.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 05:00,15.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 05:10,15.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 05:20,15.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 05:30,15.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 05:40,15.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 05:50,15.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 06:00,15.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 06:10,15.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 06:20,15.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 06:30,16,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 06:40,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 06:50,16.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 07:00,16.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 07:10,16.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 07:20,16.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 07:30,17.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 07:40,17.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 07:50,18.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 08:00,18.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 08:10,19.3,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 08:20,20.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 08:30,20.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 08:40,21.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 08:50,22.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 09:00,22.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 09:10,23.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 09:20,24.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 09:30,24.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 09:40,25.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 09:50,25.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 10:00,25.6,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 10:10,25.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 10:20,26,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 10:30,26.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 10:40,27.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 10:50,27.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 11:00,27.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 11:10,28.1,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 11:20,28.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 11:30,29.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 11:40,29.7,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 11:50,29.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 12:00,29.4,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 12:10,29.6,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 12:20,30,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 12:30,29.8,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 12:40,29.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 12:50,30.4,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 13:00,30.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 13:10,30.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 13:20,30.8,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 13:30,30.7,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 13:40,30.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 13:50,30.5,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 14:00,30.3,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 14:10,30.2,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 14:20,30.9,

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 14:30,31.5,0

_1828,LJUBLJANA - BEŽIGRAD,2022-08-15 14:40,31.8,

